m,TagName,
"2016-11-01 00:00:00","java","15660"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","c++","6088"
"2016-11-01 00:00:00","php","11960"
"2016-11-01 00:00:00","r","3561"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13858"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19810"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10687"
"2016-12-01 00:00:00","php","11486"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13060"
"2016-12-01 00:00:00","c++","5232"
"2016-12-01 00:00:00","swift","3940"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c++","5651"
"2017-01-01 00:00:00","java","14579"
"2017-01-01 00:00:00","c#","11698"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21413"
"2017-01-01 00:00:00","c","2760"
"2017-01-01 00:00:00","go","560"
"2017-01-01 00:00:00","php","12635"
"2017-01-01 00:00:00","ruby","1822"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4344"
"2017-01-01 00:00:00","python","14280"
"2017-01-01 00:00:00","r","3490"
"2017-02-01 00:00:00","python","14781"
"2017-02-01 00:00:00","java","14578"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21189"
"2017-02-01 00:00:00","c","2728"
"2017-02-01 00:00:00","c#","11498"
"2017-02-01 00:00:00","perl","403"
"2017-02-01 00:00:00","ruby","1627"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5171"
"2017-02-01 00:00:00","php","12515"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3679"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c++","6227"
"2017-03-01 00:00:00","c","2971"
"2017-03-01 00:00:00","c#","12991"
"2017-03-01 00:00:00","java","17319"
"2017-03-01 00:00:00","python","17133"
"2017-03-01 00:00:00","perl","413"
"2017-03-01 00:00:00","javascript","23715"
"2017-03-01 00:00:00","r","4603"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","go","652"
"2017-03-01 00:00:00","swift","4622"
"2017-03-01 00:00:00","php","14078"
"2017-04-01 00:00:00","c#","11097"
"2017-04-01 00:00:00","c","2856"
"2017-04-01 00:00:00","c++","5883"
"2017-04-01 00:00:00","python","15647"
"2017-04-01 00:00:00","javascript","21246"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","php","12430"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","java","15939"
"2017-04-01 00:00:00","swift","3923"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","java","16345"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","php","13049"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2744"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11985"
"2017-05-01 00:00:00","python","16183"
"2017-05-01 00:00:00","javascript","22397"
"2017-05-01 00:00:00","c++","5304"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4102"
"2017-06-01 00:00:00","javascript","21595"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2353"
"2017-06-01 00:00:00","go","574"
"2017-06-01 00:00:00","c#","11307"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4689"
"2017-06-01 00:00:00","python","16031"
"2017-06-01 00:00:00","java","14627"
"2017-06-01 00:00:00","r","4450"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4205"
"2017-06-01 00:00:00","php","11765"
"2017-07-01 00:00:00","c#","11209"
"2017-07-01 00:00:00","javascript","21617"
"2017-07-01 00:00:00","python","16918"
"2017-07-01 00:00:00","c","2051"
"2017-07-01 00:00:00","java","14153"
"2017-07-01 00:00:00","php","11789"
"2017-07-01 00:00:00","c++","5026"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4585"
"2017-08-01 00:00:00","java","13755"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c#","10953"
"2017-08-01 00:00:00","c","2047"
"2017-08-01 00:00:00","python","16463"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","c++","4792"
"2017-08-01 00:00:00","javascript","21358"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4189"
"2017-08-01 00:00:00","r","4572"
"2017-08-01 00:00:00","php","11662"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9874"
"2017-09-01 00:00:00","c","2102"
"2017-09-01 00:00:00","python","15455"
"2017-09-01 00:00:00","java","12760"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4474"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","javascript","18998"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10700"
"2017-09-01 00:00:00","swift","3779"
"2017-10-01 00:00:00","javascript","19871"
"2017-10-01 00:00:00","c","2785"
"2017-10-01 00:00:00","c#","10236"
"2017-10-01 00:00:00","php","10836"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","python","16945"
"2017-10-01 00:00:00","java","14024"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5222"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14188"
"2017-11-01 00:00:00","r","4512"
"2017-11-01 00:00:00","php","10608"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2956"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9799"
"2017-11-01 00:00:00","python","16994"
"2017-11-01 00:00:00","javascript","19417"
"2017-11-01 00:00:00","c++","5038"
"2017-11-01 00:00:00","go","653"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3676"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c++","4461"
"2017-12-01 00:00:00","c#","8615"
"2017-12-01 00:00:00","java","11986"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","16979"
"2017-12-01 00:00:00","go","528"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9146"
"2017-12-01 00:00:00","ruby","1021"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3205"
"2017-12-01 00:00:00","python","14941"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16246"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","java","12352"
"2018-01-01 00:00:00","javascript","18912"
"2018-01-01 00:00:00","c#","9385"
"2018-01-01 00:00:00","c","2219"
"2018-01-01 00:00:00","c++","4760"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3756"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10128"
"2018-01-01 00:00:00","go","543"
"2018-01-01 00:00:00","r","4198"
"2018-02-01 00:00:00","java","12037"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8585"
"2018-02-01 00:00:00","c","2147"
"2018-02-01 00:00:00","python","16327"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","c++","4567"
"2018-02-01 00:00:00","javascript","17224"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3414"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","php","9131"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","javascript","19162"
"2018-03-01 00:00:00","c#","9795"
"2018-03-01 00:00:00","c","2469"
"2018-03-01 00:00:00","python","17909"
"2018-03-01 00:00:00","c++","5186"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","606"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","java","13572"
"2018-03-01 00:00:00","php","9836"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4064"
"2018-04-01 00:00:00","java","13496"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2191"
"2018-04-01 00:00:00","c#","9249"
"2018-04-01 00:00:00","javascript","17966"
"2018-04-01 00:00:00","php","8937"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","python","16983"
"2018-04-01 00:00:00","r","4735"
"2018-04-01 00:00:00","go","620"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3579"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c#","9933"
"2018-05-01 00:00:00","c++","4689"
"2018-05-01 00:00:00","python","17578"
"2018-05-01 00:00:00","go","633"
"2018-05-01 00:00:00","javascript","18075"
"2018-05-01 00:00:00","c","2371"
"2018-05-01 00:00:00","java","13480"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3626"
"2018-05-01 00:00:00","php","9481"
"2018-05-01 00:00:00","r","4732"
"2018-06-01 00:00:00","c","1837"
"2018-06-01 00:00:00","c#","8790"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c++","4101"
"2018-06-01 00:00:00","java","11802"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17194"
"2018-06-01 00:00:00","r","4488"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8441"
"2018-06-01 00:00:00","python","16810"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3155"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11769"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9410"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","c","1601"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17934"
"2018-07-01 00:00:00","r","4406"
"2018-07-01 00:00:00","javascript","17807"
"2018-07-01 00:00:00","php","8564"
"2018-07-01 00:00:00","c++","3916"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3677"
"2018-08-01 00:00:00","assembly","179"
"2018-08-01 00:00:00","c#","9503"
"2018-08-01 00:00:00","python","17776"
"2018-08-01 00:00:00","c","1687"
"2018-08-01 00:00:00","java","11335"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","c++","3910"
"2018-08-01 00:00:00","go","708"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17892"
"2018-08-01 00:00:00","ruby","880"
"2018-08-01 00:00:00","php","8509"
"2018-08-01 00:00:00","r","4119"
"2018-08-01 00:00:00","swift","3584"
"2018-09-01 00:00:00","c#","8358"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","python","15996"
"2018-09-01 00:00:00","c","1838"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","javascript","16009"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","677"
"2018-09-01 00:00:00","perl","206"
"2018-09-01 00:00:00","php","7670"
"2018-09-01 00:00:00","java","10725"
"2018-09-01 00:00:00","ruby","778"
"2018-09-01 00:00:00","r","3759"
"2018-09-01 00:00:00","swift","3144"
"2018-10-01 00:00:00","delphi","223"
"2018-10-01 00:00:00","java","12507"
"2018-10-01 00:00:00","php","8167"
"2018-10-01 00:00:00","r","4360"
"2018-10-01 00:00:00","c#","9335"
"2018-10-01 00:00:00","c","2450"
"2018-10-01 00:00:00","c++","4312"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","go","794"
"2018-10-01 00:00:00","javascript","17424"
"2018-10-01 00:00:00","ruby","898"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3277"
"2018-10-01 00:00:00","python","18146"
"2018-11-01 00:00:00","javascript","16180"
"2018-11-01 00:00:00","go","718"
"2018-11-01 00:00:00","python","18009"
"2018-11-01 00:00:00","c","2522"
"2018-11-01 00:00:00","c#","8479"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","java","11713"
"2018-11-01 00:00:00","c++","4347"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","swift","2988"
"2018-11-01 00:00:00","r","4238"
"2018-11-01 00:00:00","php","7094"
"2018-12-01 00:00:00","javascript","14280"
"2018-12-01 00:00:00","java","10442"
"2018-12-01 00:00:00","c#","7553"
"2018-12-01 00:00:00","c","2196"
"2018-12-01 00:00:00","php","6216"
"2018-12-01 00:00:00","python","15731"
"2018-12-01 00:00:00","c++","3558"
"2018-12-01 00:00:00","assembly","220"
"2018-12-01 00:00:00","ruby","809"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","swift","2787"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","r","3401"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","java","11029"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c#","8759"
"2019-01-01 00:00:00","go","661"
"2019-01-01 00:00:00","c","2288"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","16942"
"2019-01-01 00:00:00","r","3949"
"2019-01-01 00:00:00","javascript","16017"
"2019-01-01 00:00:00","php","7185"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","ruby","917"
"2019-01-01 00:00:00","swift","2911"
"2019-02-01 00:00:00","assembly","225"
"2019-02-01 00:00:00","c#","8358"
"2019-02-01 00:00:00","python","17526"
"2019-02-01 00:00:00","c","2057"
"2019-02-01 00:00:00","java","11001"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","c++","3734"
"2019-02-01 00:00:00","go","630"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","javascript","15699"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7293"
"2019-02-01 00:00:00","r","4255"
"2019-02-01 00:00:00","swift","2692"
"2019-03-01 00:00:00","java","12054"
"2019-03-01 00:00:00","c++","4424"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","javascript","17325"
"2019-03-01 00:00:00","c","2385"
"2019-03-01 00:00:00","c#","8963"
"2019-03-01 00:00:00","php","7794"
"2019-03-01 00:00:00","go","725"
"2019-03-01 00:00:00","perl","232"
"2019-03-01 00:00:00","python","19897"
"2019-03-01 00:00:00","r","4494"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2958"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","javascript","16183"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c#","9130"
"2019-04-01 00:00:00","php","7171"
"2019-04-01 00:00:00","c++","4376"
"2019-04-01 00:00:00","c","2430"
"2019-04-01 00:00:00","go","652"
"2019-04-01 00:00:00","java","11176"
"2019-04-01 00:00:00","swift","3088"
"2019-04-01 00:00:00","python","19824"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4597"
"2019-05-01 00:00:00","c#","9030"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16150"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11107"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","c++","4126"
"2019-05-01 00:00:00","php","6957"
"2019-05-01 00:00:00","r","4293"
"2019-05-01 00:00:00","python","18909"
"2019-05-01 00:00:00","swift","3115"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9653"
"2019-06-01 00:00:00","javascript","14820"
"2019-06-01 00:00:00","c#","7607"
"2019-06-01 00:00:00","go","527"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","php","6018"
"2019-06-01 00:00:00","c++","3645"
"2019-06-01 00:00:00","c","1726"
"2019-06-01 00:00:00","python","17241"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3096"
"2019-06-01 00:00:00","r","3954"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c++","4264"
"2019-07-01 00:00:00","c","1757"
"2019-07-01 00:00:00","c#","8447"
"2019-07-01 00:00:00","java","10843"
"2019-07-01 00:00:00","python","19767"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16158"
"2019-07-01 00:00:00","r","4204"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","631"
"2019-07-01 00:00:00","swift","3047"
"2019-07-01 00:00:00","php","6675"
"2019-08-01 00:00:00","c#","7714"
"2019-08-01 00:00:00","c","1555"
"2019-08-01 00:00:00","c++","3294"
"2019-08-01 00:00:00","python","18046"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","634"
"2019-08-01 00:00:00","javascript","15233"
"2019-08-01 00:00:00","assembly","167"
"2019-08-01 00:00:00","php","5816"
"2019-08-01 00:00:00","java","9100"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","194"
"2019-08-01 00:00:00","swift","2554"
"2019-08-01 00:00:00","r","3954"
"2019-09-01 00:00:00","java","9688"
"2019-09-01 00:00:00","c","2007"
"2019-09-01 00:00:00","c#","7844"
"2019-09-01 00:00:00","assembly","220"
"2019-09-01 00:00:00","javascript","14883"
"2019-09-01 00:00:00","c++","3779"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5574"
"2019-09-01 00:00:00","go","621"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16887"
"2019-09-01 00:00:00","r","3942"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2560"
"2019-10-01 00:00:00","c#","8417"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c++","4839"
"2019-10-01 00:00:00","python","20459"
"2019-10-01 00:00:00","javascript","15994"
"2019-10-01 00:00:00","go","640"
"2019-10-01 00:00:00","c","2482"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11224"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6081"
"2019-10-01 00:00:00","swift","3106"
"2019-10-01 00:00:00","r","4386"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2516"
"2019-11-01 00:00:00","c#","8028"
"2019-11-01 00:00:00","c++","4732"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10336"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15756"
"2019-11-01 00:00:00","php","6093"
"2019-11-01 00:00:00","r","4291"
"2019-11-01 00:00:00","go","606"
"2019-11-01 00:00:00","python","20621"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2892"
"2019-12-01 00:00:00","assembly","246"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9050"
"2019-12-01 00:00:00","c#","7218"
"2019-12-01 00:00:00","go","619"
"2019-12-01 00:00:00","python","18125"
"2019-12-01 00:00:00","c","2151"
"2019-12-01 00:00:00","c++","4209"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","668"
"2019-12-01 00:00:00","javascript","14320"
"2019-12-01 00:00:00","swift","2676"
"2019-12-01 00:00:00","r","3744"
"2019-12-01 00:00:00","php","5244"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c#","7818"
"2020-01-01 00:00:00","c","2053"
"2020-01-01 00:00:00","python","19999"
"2020-01-01 00:00:00","java","9984"
"2020-01-01 00:00:00","delphi","165"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4242"
"2020-01-01 00:00:00","r","4152"
"2020-01-01 00:00:00","go","651"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","javascript","16041"
"2020-01-01 00:00:00","swift","2905"
"2020-01-01 00:00:00","php","5914"
"2020-02-01 00:00:00","c#","7723"
"2020-02-01 00:00:00","c","1990"
"2020-02-01 00:00:00","c++","4101"
"2020-02-01 00:00:00","python","20069"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","664"
"2020-02-01 00:00:00","javascript","15767"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5697"
"2020-02-01 00:00:00","java","10073"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2766"
"2020-02-01 00:00:00","r","4692"
"2020-03-01 00:00:00","java","11084"
"2020-03-01 00:00:00","go","657"
"2020-03-01 00:00:00","c","2493"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7796"
"2020-03-01 00:00:00","python","22749"
"2020-03-01 00:00:00","c++","4654"
"2020-03-01 00:00:00","assembly","296"
"2020-03-01 00:00:00","javascript","17596"
"2020-03-01 00:00:00","perl","199"
"2020-03-01 00:00:00","r","5126"
"2020-03-01 00:00:00","php","5694"
"2020-03-01 00:00:00","swift","2925"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12663"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c++","6234"
"2020-04-01 00:00:00","c#","8598"
"2020-04-01 00:00:00","c","3254"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20937"
"2020-04-01 00:00:00","go","800"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6672"
"2020-04-01 00:00:00","ruby","769"
"2020-04-01 00:00:00","python","27676"
"2020-04-01 00:00:00","swift","3465"
"2020-04-01 00:00:00","r","6176"
"2020-05-01 00:00:00","java","12074"
"2020-05-01 00:00:00","c#","8618"
"2020-05-01 00:00:00","assembly","355"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3379"
"2020-05-01 00:00:00","javascript","21525"
"2020-05-01 00:00:00","go","762"
"2020-05-01 00:00:00","c++","6432"
"2020-05-01 00:00:00","php","6561"
"2020-05-01 00:00:00","python","29516"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","697"
"2020-05-01 00:00:00","r","6016"
"2020-05-01 00:00:00","swift","3534"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10851"
"2020-06-01 00:00:00","c++","5637"
"2020-06-01 00:00:00","c","2601"
"2020-06-01 00:00:00","php","5964"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c#","7918"
"2020-06-01 00:00:00","go","708"
"2020-06-01 00:00:00","javascript","19885"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","python","27167"
"2020-06-01 00:00:00","r","5441"
"2020-06-01 00:00:00","ruby","615"
"2020-06-01 00:00:00","swift","3179"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","java","10486"
"2020-07-01 00:00:00","javascript","19933"
"2020-07-01 00:00:00","c++","5180"
"2020-07-01 00:00:00","c#","7831"
"2020-07-01 00:00:00","assembly","273"
"2020-07-01 00:00:00","c","2106"
"2020-07-01 00:00:00","python","26322"
"2020-07-01 00:00:00","php","5978"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","go","646"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3001"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","javascript","18096"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","9346"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c#","7094"
"2020-08-01 00:00:00","r","4502"
"2020-08-01 00:00:00","c","1898"
"2020-08-01 00:00:00","python","23132"
"2020-08-01 00:00:00","php","5008"
"2020-08-01 00:00:00","c++","4793"
"2020-08-01 00:00:00","go","715"
"2020-08-01 00:00:00","ruby","554"
"2020-08-01 00:00:00","swift","2700"
"2020-09-01 00:00:00","java","8979"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","c","2174"
"2020-09-01 00:00:00","c#","6484"
"2020-09-01 00:00:00","javascript","16819"
"2020-09-01 00:00:00","assembly","297"
"2020-09-01 00:00:00","c++","3942"
"2020-09-01 00:00:00","go","733"
"2020-09-01 00:00:00","r","4767"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","515"
"2020-09-01 00:00:00","python","21829"
"2020-09-01 00:00:00","swift","2579"
"2020-09-01 00:00:00","php","4803"
"2020-10-01 00:00:00","c#","6214"
"2020-10-01 00:00:00","c++","4341"
"2020-10-01 00:00:00","python","22873"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","java","8984"
"2020-10-01 00:00:00","c","2390"
"2020-10-01 00:00:00","go","595"
"2020-10-01 00:00:00","javascript","16497"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","ruby","496"
"2020-10-01 00:00:00","r","5076"
"2020-10-01 00:00:00","swift","2359"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4618"
"2020-11-01 00:00:00","c","2716"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","540"
"2020-11-01 00:00:00","javascript","15581"
"2020-11-01 00:00:00","java","8532"
"2020-11-01 00:00:00","c#","5999"
"2020-11-01 00:00:00","assembly","378"
"2020-11-01 00:00:00","python","22280"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","c++","4348"
"2020-11-01 00:00:00","php","4658"
"2020-11-01 00:00:00","ruby","505"
"2020-11-01 00:00:00","r","4817"
"2020-11-01 00:00:00","swift","2180"
"2020-12-01 00:00:00","delphi","197"
